id,speed
369,48.904766
370,48.377148
371,48.062622
372,47.493
373,19.350035
374,21.64441
375,11.703941
376,24.550892
377,32.617973
378,36.62085
379,49.296253
380,31.904278
381,17.897926
382,17.916428
383,29.064688
384,48.280552
385,48.14476
386,47.652847
387,46.850224
388,43.086464
389,40.809784
390,37.222298
391,35.006775
392,48.436726
393,48.7629
394,47.18317
395,17.634918
396,17.281572
397,26.234749
398,22.179565
399,14.850084
400,11.675407
401,34.995605
402,39.091545
403,48.69695
404,46.91081
405,44.11281
406,32.319134
407,15.584126
408,20.268904
409,19.27123
410,18.387135
411,10.944765
412,46.06956
413,41.691444
414,46.80728
415,49.083153
416,48.403214
417,47.89872
418,47.00087
419,31.029913
420,16.793777
421,9.489413
422,45.594013
423,41.42884
424,49.458664
425,49.770878
426,49.485207
427,35.95609
428,28.223309
429,43.276394
430,42.711365
431,48.75511
432,47.64685
433,45.40458
434,20.550386
435,31.06068
436,25.574324
437,22.375866
438,48.718548
439,48.855164
440,49.353233
441,32.778927
442,31.712334
443,30.181963
444,27.43608
445,36.242653
446,35.045067
447,35.18138
448,46.451206
449,45.864414
450,43.81286
451,42.427998
452,43.180347
453,41.36895
454,43.205997
455,41.309944
456,40.812664
457,43.5726
458,49.075798
459,49.224445
460,36.303516
461,28.337107
462,32.88884
463,26.320557
464,26.929935
465,39.19583
466,47.708527
467,48.528465
468,47.8849
469,47.647655
470,22.165543
471,28.263796
472,25.910076
473,22.69462
474,16.714397
475,23.780748
476,48.60043
477,47.053852
478,35.119278
479,26.159351
480,27.234428
481,22.172491
482,23.580719
483,47.78006
484,47.859875
485,47.2783
486,28.621204
487,36.797592
488,26.011105
489,15.744987
490,13.861843
491,37.976395
492,43.77351
493,48.16033
494,48.175762
495,46.982788
496,25.460947
497,31.197887
498,42.435444
499,49.55959
500,49.958076
501,49.85673
502,49.38784
503,48.6692
504,36.788048
505,37.124886
506,30.38208
507,28.434635
508,26.09983
509,45.53142
510,46.264355
511,46.224514
512,44.925957
513,44.611893
514,42.108902
515,40.59387
516,40.059986
517,42.169983
518,47.577427
519,47.9146
520,18.463806
521,23.443872
522,21.304474
523,21.97128
524,18.019728
525,47.591515
526,48.550182
527,48.458603
528,47.14388
529,27.196495
530,19.609844
531,24.735851
532,17.929605
533,17.828917
534,16.247019
535,47.1252
536,25.745264
537,15.970752
538,15.490642
539,16.741348
540,15.044723
541,14.8168
542,45.670475
543,43.469498
544,48.15091
545,44.23721
546,14.321935
547,19.93219
548,20.786722
549,19.949741
550,18.543293
551,40.636383
552,43.59216
553,49.028267
554,48.148777
555,43.83382
556,25.91592
557,15.748758
558,17.193016
559,20.798445
560,16.63318
561,15.659338
562,16.728455
563,16.176794
564,15.157736
565,10.628612
566,44.034447
567,37.393528
568,40.259174
569,49.668526
570,49.072247
571,34.740032
572,44.574615
573,46.679977
574,47.08043
575,47.59875
576,46.80897
577,43.66017
578,40.83193
579,45.35683
580,43.92586
581,38.410175
582,49.032
583,48.56395
584,15.691655
585,17.762957
586,23.867195
587,23.234802
588,19.245672
589,17.435787
590,19.046648
591,17.185629
592,47.35873
593,48.55917
594,48.5128
595,46.99294
596,44.572693
597,28.955439
598,25.200508
599,19.507473
600,14.377327
601,47.807526
602,47.136402
603,43.997356
604,13.812375
605,19.179918
606,38.223503
607,41.494026
608,48.730865
609,48.77663
610,47.759323
611,46.55807
612,43.032326
613,14.962744
614,20.844252
615,17.590122
616,17.042631
617,18.602379
618,11.490189
619,19.921663
620,40.094257
621,50.404346
622,49.645573
623,48.386616
624,45.154667
625,25.506174
626,19.067097
627,15.667561
628,17.471104
629,11.442089
630,22.223948
631,49.77755
632,48.294006
633,47.49386
634,41.253834
635,26.55672
636,22.833225
637,48.086388
638,48.438137
639,47.586647
640,41.707912
641,43.19048
642,42.240784
643,39.724026
644,38.80033
645,39.08734
646,39.467525
647,47.841335
648,47.9848
649,47.62457
650,45.480736
651,15.6988945
652,18.549965
653,11.423284
654,21.190567
655,47.454006
656,47.827248
657,47.12064
658,46.284035
659,45.99842
660,43.12921
661,16.131817
662,25.016499
663,18.523954
664,19.040094
665,20.834452
666,18.525404
667,11.27906
668,43.780872
669,39.636387
670,44.169388
671,47.55311
672,43.87808
673,22.702501
674,16.960678
675,32.67197
676,48.546238
677,47.86102
678,47.06985
679,14.427412
680,25.318714
681,20.549978
682,22.900064
683,19.106932
684,43.97321
685,48.017365
686,47.341183
687,46.78631
688,44.76166
689,25.67351
690,17.907246
691,21.962368
692,17.498846
693,15.991904
694,48.78197
695,48.323677
696,40.36661
697,27.021568
698,25.080685
699,22.187668
700,17.163353
701,18.95073
702,41.349327
703,46.060184
704,47.799038
705,48.03912
706,47.347183
707,46.33139
708,43.7064
709,40.48095
710,40.0083
711,41.058846
712,40.54499
713,40.09629
714,38.50493
715,45.56559
716,38.951862
717,45.93266
718,47.52428
719,28.183191
720,11.559073
721,10.539068
722,8.220494
723,42.00357
724,43.724136
725,46.94776
726,46.651028
727,25.747944
728,15.622317
729,16.290138
730,10.675319
731,44.051773
732,47.101494
733,48.01609
734,43.653053
735,11.436624
736,12.828969
737,13.322962
738,13.550055
739,7.7635026
740,30.522602
741,42.50073
742,47.769543
743,48.44861
744,48.422493
745,24.313047
746,18.96748
747,25.44964
748,22.884531
749,18.284346
750,18.096893
751,15.817181
752,41.068256
753,48.279694
754,48.127014
755,46.67796
756,46.154495
757,16.331013
758,16.483608
759,14.66298
760,15.305113
761,11.790166
762,21.148195
763,44.362244
764,35.99887
765,39.67449
766,49.161415
767,48.78117
768,41.184612
769,22.719584
770,17.940964
771,19.66397
772,31.581673
773,46.28069
774,46.526833
775,45.941177
776,45.32385
777,45.552715
778,41.21069
779,36.94491
780,48.021652
781,48.500755
782,48.348206
783,15.912713
784,17.209892
785,18.509844
786,14.4280405
787,15.445994
788,11.37046
789,22.269243
790,47.844578
791,48.012814
792,46.618084
793,47.594604
794,22.352093
795,21.241953
796,16.321394
797,10.830135
798,21.11436
799,46.988014
800,26.895752
801,14.059152
802,17.97408
803,13.700277
804,15.268463
805,11.38429
806,34.312416
807,43.852062
808,48.03727
809,47.617294
810,47.147163
811,46.634007
812,28.967031
813,14.13481
814,18.443699
815,16.941736
816,19.038988
817,42.918625
818,36.252003
819,50.196167
820,48.782192
821,28.919502
822,31.566753
823,26.890789
824,24.686703
825,23.930506
826,49.071552
827,48.166916
828,35.625957
829,34.018
830,34.26777
831,35.78838
832,43.026703
833,37.512905
834,47.668304
835,47.870552
836,45.841167
837,41.30385
838,38.81855
839,38.432037
840,49.164288
841,49.45051
842,48.78541
843,36.002457
844,26.625217
845,22.15848
846,30.645332
847,41.763645
848,49.1937
849,49.27384
850,48.800484
851,18.930368
852,28.697119
853,26.001148
854,22.600859
855,24.596413
856,22.327036
857,43.930744
858,48.130795
859,48.36267
860,47.398964
861,46.61949
862,20.388441
863,30.965408
864,24.491335
865,21.733627
866,29.158901
867,44.900425
868,42.110355
869,49.630672
870,47.853012
871,27.828009
872,29.88196
873,24.58481
874,46.961086
875,49.36067
876,48.77796
877,48.43914
878,46.96006
879,18.176083
880,13.392523
881,12.135099
882,22.753914
883,43.333626
884,39.295746
885,49.17214
886,49.292088
887,48.796944
888,48.8782
889,48.432
890,41.29473
891,25.015984
892,21.98963
893,22.221128
894,39.415337
895,47.877598
896,44.75293
897,42.149197
898,44.230305
899,42.94156
900,47.217216
901,47.699135
902,46.31147
903,27.20812
904,15.069738
905,18.935743
906,20.112076
907,19.274082
908,16.367588
909,13.909953
910,32.55598
911,44.682068
912,46.916626
913,46.836075
914,46.49232
915,26.088228
916,21.464724
917,17.97852
918,21.359827
919,14.806111
920,47.847958
921,48.475952
922,47.4416
923,13.178578
924,22.33242
925,19.126568
926,14.92328
927,18.466936
928,11.268609
929,8.586129
930,17.336294
931,32.63291
932,43.670334
933,48.471928
934,15.628345
935,19.40834
936,18.95852
937,16.348047
938,12.014703
939,19.924667
940,44.21419
941,49.098663
942,48.881638
943,47.64307
944,47.148636
945,30.267218
946,17.231546
947,25.636414
948,21.931156
949,16.865187
950,40.036224
951,47.606117
952,48.531376
953,44.26918
954,39.749252
955,27.3588
956,25.808754
957,17.46278
958,40.180202
959,36.41608
960,45.211624
961,47.369934
962,47.749
963,46.06136
964,46.005154
965,45.215683
966,45.28955
967,44.687393
968,45.829086
969,44.903477
970,40.29697
971,39.909714
972,46.381454
973,20.919054
974,24.200844
975,29.397913
976,18.915968
977,17.499092
978,21.193903
979,16.828243
980,14.855758
981,24.858297
982,45.85842
983,48.103676
984,48.23583
985,46.460545
986,28.897158
987,18.348627
988,17.726316
989,11.920372
990,32.747643
991,43.792305
992,49.39798
993,48.0432
994,47.18228
995,46.67737
996,30.082714
997,16.401016
998,18.49588
999,23.019089
1000,17.66321
1001,14.631813
1002,16.407936
1003,10.543523
1004,18.600296
1005,45.326897
1006,48.45283
1007,46.63649
1008,44.575775
1009,29.785141
1010,17.820528
1011,17.020554
1012,13.905653
1013,12.697308
1014,45.0379
1015,49.180782
1016,47.31012
1017,31.926268
1018,21.15892
1019,27.836138
1020,15.7419815
1021,16.698677
1022,10.354795
1023,36.733326
1024,45.586853
1025,38.206482
1026,48.171417
1027,28.95644
1028,22.02607
1029,20.23803
1030,20.117208
1031,17.545336
1032,18.49428
1033,41.694893
1034,40.52091
1035,44.428482
1036,47.798904
1037,47.894135
1038,43.414623
1039,42.978294
1040,42.34969
1041,38.377666
1042,35.13202
1043,37.244045
1044,45.875786
1045,39.28749
1046,37.183754
1047,48.067844
1048,46.85442
1049,47.30546
1050,26.627485
1051,19.354483
1052,17.509665
1053,9.006034
1054,45.877895
1055,48.42324
1056,47.87845
1057,46.246304
1058,44.141697
1059,12.071651
1060,20.615091
1061,19.1463
1062,10.401943
1063,35.499424
1064,46.429577
1065,42.212265
1066,48.559223
1067,47.333683
1068,48.036118
1069,46.48589
1070,45.953823
1071,43.365185
1072,12.668839
1073,14.785465
1074,11.664944
1075,18.155853
1076,32.851883
1077,49.087532
1078,44.3289
1079,12.575028
1080,15.95709
1081,14.891933
1082,13.365862
1083,10.382527
1084,45.21174
1085,40.060055
1086,46.39191
1087,47.131294
1088,18.127312
1089,10.555244
1090,37.173634
1091,39.68386
1092,48.771957
1093,47.661877
1094,46.52889
1095,38.743217
1096,24.049013
1097,19.084307
1098,15.474023
1099,13.976785
1100,15.18511
1101,29.258518
1102,39.435703
1103,35.204185
1104,23.711466
1105,27.354258
1106,47.952137
1107,46.981148
1108,45.222107
1109,41.85512
1110,43.8112
1111,39.128986
1112,39.717937
1113,44.38127
1114,45.16981
1115,47.591236
1116,47.954865
1117,47.417835
1118,24.561567
1119,23.371233
1120,34.480022
1121,40.70402
1122,44.03064
1123,49.481983
1124,46.519875
1125,28.179052
1126,27.12476
1127,26.941637
1128,28.612232
1129,36.710087
1130,45.46736
1131,48.51415
1132,46.39605
1133,43.7954
1134,30.715763
1135,19.810766
1136,21.313356
1137,19.566029
1138,21.185987
1139,15.817047
1140,46.641853
1141,42.126488
1142,48.47738
1143,49.41318
1144,47.366287
1145,30.176395
1146,20.120024
1147,18.8768
1148,45.639034
1149,43.36232
1150,15.647734
1151,19.39278
1152,19.968174
1153,14.718319
1154,14.655812
1155,11.798543
1156,10.869216
1157,23.685219
1158,38.88135
1159,37.429134
1160,47.410046
1161,46.992817
1162,47.62603
1163,47.03157
1164,28.194193
1165,21.564232
1166,23.030096
1167,18.99967
1168,44.255203
1169,46.79602
1170,45.99015
1171,42.54527
1172,35.68934
1173,36.84125
1174,45.761406
1175,47.738586
1176,47.58551
1177,26.548971
1178,15.906282
1179,18.61316
1180,19.096113
1181,18.0846
1182,12.258461
1183,45.68432
1184,43.4261
1185,46.543015
1186,46.107174
1187,45.85327
1188,24.255066
1189,17.642042
1190,15.931474
1191,18.687077
1192,35.358852
1193,44.68332
1194,47.213573
1195,46.404976
1196,45.92548
1197,43.817574
1198,24.526188
1199,42.536015
1200,48.5548
1201,47.305923
1202,43.638176
1203,15.170211
1204,23.567347
1205,16.02048
1206,16.238487
1207,7.588101
1208,17.649895
1209,33.71039
1210,46.964546
1211,45.249207
1212,21.410446
1213,20.458101
1214,21.815077
1215,19.393225
1216,47.03014
1217,48.31588
1218,47.28114
1219,40.74248
1220,25.907366
1221,21.496487
1222,17.07943
1223,20.593918
1224,17.951998
1225,14.390981
1226,15.147409
1227,38.78859
1228,33.815918
1229,34.92522
1230,47.499287
1231,48.026363
1232,41.77129
1233,37.78804
1234,38.098854
1235,47.67263
1236,15.445192
1237,19.915058
1238,18.138393
1239,12.988099
1240,22.991066
1241,45.523994
1242,41.936256
1243,43.40766
1244,48.677246
1245,47.234745
1246,17.449902
1247,24.668848
1248,24.641804
1249,12.794171
1250,45.98788
1251,48.629265
1252,47.04608
1253,47.11668
1254,25.247452
1255,15.56992
1256,17.463223
1257,41.441776
1258,47.77614
1259,46.8527
1260,46.450195
1261,44.248737
1262,26.996267
1263,25.0154
1264,17.810543
1265,17.686338
1266,15.646711
1267,16.083849
1268,20.278265
1269,48.675396
1270,47.691658
1271,48.33036
1272,44.503742
1273,15.117667
1274,18.847002
1275,16.915909
1276,17.64263
1277,11.952517
1278,19.815693
1279,36.853733
1280,45.29017
1281,37.936783
1282,47.83821
1283,47.70256
1284,47.481018
1285,26.842472
1286,26.957329
1287,21.822468
1288,19.08363
1289,19.108538
1290,37.202667
1291,47.727135
1292,47.06297
1293,45.149857
1294,42.340904
1295,42.069656
1296,40.771156
1297,37.33856
1298,44.344635
1299,45.91304
1300,46.167973
1301,44.187366
1302,20.703756
1303,13.531435
1304,22.229662
1305,47.381294
1306,46.986958
1307,47.677895
1308,47.182507
1309,27.60536
1310,19.710438
1311,27.70069
1312,22.848623
1313,23.019726
1314,14.965948
1315,22.90437
1316,36.68914
1317,40.961784
1318,43.65728
1319,46.705822
1320,46.480217
1321,43.35831
1322,17.605358
1323,17.886694
1324,20.448442
1325,23.75093
1326,47.985485
1327,20.722746
1328,19.959444
1329,17.471405
1330,18.773548
1331,12.184706
1332,20.616016
1333,36.73023
1334,38.312523
1335,48.84971
1336,46.643295
1337,45.357098
1338,18.605799
1339,19.66337
1340,18.121746
1341,17.249722
1342,49.649525
1343,48.242107
1344,44.132145
1345,28.892122
1346,25.57258
1347,18.999426
1348,17.702797
1349,36.89512
1350,38.886715
1351,38.849964
1352,40.658665
1353,39.592693
1354,41.128872
1355,39.28287
1356,45.681103
1357,38.143116
1358,47.67707
1359,26.3372
1360,25.499119
1361,23.350798
1362,18.702646
1363,14.974821
1364,17.43216
1365,13.655574
1366,12.908144
1367,36.56235
1368,48.49148
1369,29.241442
1370,26.95425
1371,18.000235
1372,9.962073
1373,37.04223
1374,48.25834
1375,47.770336
1376,48.581688
1377,28.69025
1378,19.111689
1379,42.430527
1380,44.262794
1381,46.991962
1382,19.094297
1383,11.23077
1384,36.779774
1385,42.228043
1386,41.57192
1387,48.004894
1388,48.49192
1389,44.894005
1390,14.177885
1391,16.589506
1392,20.472212
1393,16.415058
1394,18.083736
1395,11.901325
1396,42.2798
1397,48.937996
1398,48.44988
1399,48.020676
1400,24.096146
1401,25.509268
1402,46.815514
1403,46.059677
1404,45.977814
1405,44.435356
1406,45.976
1407,46.046703
1408,45.021713
1409,44.22014
1410,40.252464
1411,45.427773
1412,47.43808
1413,46.890102
1414,10.676877
1415,26.6654
1416,40.675686
1417,46.237606
1418,45.741146
1419,45.623066
1420,17.915682
1421,24.704273
1422,22.67583
1423,17.852705
1424,15.249198
1425,12.791641
1426,10.725957
1427,23.988136
1428,41.334892
1429,46.62467
1430,47.374317
1431,46.197372
1432,45.3452
1433,42.97305
1434,22.19428
1435,17.391197
1436,18.168015
1437,17.783028
1438,11.439853
1439,19.874702
1440,36.022457
1441,42.831573
1442,48.248333
1443,46.75792
1444,43.915035
1445,24.825094
1446,15.624292
1447,43.517735
1448,46.626865
1449,44.123123
1450,25.595322
1451,12.876166
1452,12.919499
1453,15.572623
1454,10.819142
1455,37.986168
1456,38.669758
1457,48.762062
1458,48.14513
1459,46.533756
1460,23.763313
1461,17.59221
1462,17.234032
1463,35.731026
1464,45.62067
1465,47.40674
1466,47.10716
1467,45.99491
1468,43.971733
1469,43.772114
1470,43.633522
1471,41.561977
1472,46.969933
1473,46.397118
1474,12.633254
1475,16.831106
1476,15.660896
1477,10.964989
1478,38.951366
1479,40.623898
1480,47.542168
1481,47.29372
1482,46.793114
1483,25.600657
1484,24.372828
1485,22.46084
1486,19.3973
1487,16.957615
1488,10.931334
1489,11.277595
1490,24.613968
1491,38.21704
1492,46.19632
1493,45.914017
1494,45.133194
1495,41.088634
1496,18.803822
1497,17.742933
1498,17.83543
1499,11.298541
1500,22.360413
1501,36.587532
1502,45.329845
1503,48.07906
1504,46.525486
1505,43.275406
1506,14.180839
1507,17.474398
1508,18.974388
1509,17.140665
1510,16.760672
1511,11.803816
1512,11.342829
1513,37.263172
1514,45.1339
1515,38.214878
1516,42.7853
1517,17.634766
1518,9.15861
1519,33.73736
1520,36.21298
1521,46.36139
1522,45.502583
1523,24.507086
1524,19.682333
1525,15.656507
1526,17.290403
1527,17.337664
1528,38.029892
1529,32.322502
1530,44.272007
1531,46.097206
1532,37.364586
1533,36.8413
1534,42.307877
1535,41.559067
1536,34.54162
1537,48.811867
1538,48.028614
1539,48.593628
1540,48.614517
1541,50.42375
1542,27.024729
1543,30.058783
1544,31.163906
1545,27.231619
1546,27.044672
1547,37.74071
1548,46.81029
1549,47.024517
1550,46.002087
1551,43.29612
1552,23.200563
1553,19.919357
1554,17.808033
1555,16.275892
1556,11.414391
1557,23.079105
1558,35.88596
1559,47.479156
1560,48.013264
1561,47.329674
1562,46.854008
1563,12.377129
1564,19.779749
1565,10.494945
1566,11.383078
1567,23.363756
1568,45.747044
1569,47.270176
1570,25.171474
1571,23.413206
1572,16.552795
1573,15.429905
1574,11.894225
1575,22.703627
1576,44.61392
1577,42.6151
1578,47.41497
1579,47.547123
1580,46.42416
1581,43.69767
1582,22.694649
1583,20.197666
1584,13.353363
1585,9.568123
1586,33.26064
1587,42.700394
1588,33.467907
1589,36.945633
1590,46.7454
1591,47.783558
1592,47.428688
1593,39.29429
1594,26.33533
1595,21.881998
1596,13.639363
1597,29.820171
1598,39.236313
1599,33.197598
1600,44.697037
1601,44.885555
1602,44.20938
1603,44.18456
1604,39.843185
1605,36.264717
1606,40.100403
1607,36.90956
1608,32.686436
1609,46.676918
1610,46.468857
1611,45.50929
1612,45.012527
1613,18.31348
1614,17.463045
1615,17.267357
1616,16.686811
1617,28.928612
1618,43.3035
1619,48.143078
1620,48.37645
1621,46.942913
1622,47.532066
1623,46.8032
1624,44.51601
1625,25.728226
1626,17.910084
1627,26.254807
1628,24.307646
1629,15.556801
1630,12.104241
1631,48.01637
1632,48.12189
1633,47.10391
1634,47.724407
1635,47.1282
1636,44.66407
1637,14.380677
1638,23.45891
1639,22.75036
1640,16.173363
1641,10.784678
1642,23.310873
1643,30.668798
1644,43.962257
1645,47.08745
1646,47.625515
1647,46.923843
1648,24.813538
1649,14.647321
1650,17.609686
1651,15.976333
1652,9.303014
1653,22.301933
1654,33.524918
1655,36.502834
1656,47.076084
1657,44.31579
1658,15.50681
1659,25.756523
1660,20.596832
1661,15.114177
1662,20.510767
1663,19.789705
1664,19.025532
1665,35.715767
1666,46.69359
1667,40.00101
1668,26.058662
1669,20.08927
1670,22.976604
1671,15.948655
1672,36.84282
1673,30.702343
1674,27.740343
1675,45.676598
1676,46.188972
1677,45.74316
1678,41.960983
1679,40.3662
1680,45.546257
1681,48.890175
1682,49.14274
1683,47.76235
1684,35.814636
1685,30.787043
1686,35.819164
1687,29.656887
1688,31.243586
1689,28.396803
1690,24.518612
1691,28.471613
1692,44.72241
1693,40.915688
1694,47.258415
1695,46.973114
1696,44.559788
1697,11.197202
1698,20.797903
1699,18.56859
1700,45.476807
1701,45.729717
1702,24.466608
1703,10.896836
1704,14.129923
1705,19.258528
1706,17.860035
1707,11.356853
1708,23.331068
1709,40.175823
1710,43.351185
1711,49.324276
1712,47.838078
1713,44.366848
1714,22.914536
1715,20.988596
1716,18.574024
1717,15.118871
1718,44.903248
1719,41.467407
1720,47.195007
1721,45.798203
1722,42.77022
1723,25.507368
1724,17.505718
1725,19.550156
1726,36.965645
1727,43.566807
1728,47.66622
1729,39.952053
1730,23.660032
1731,18.06713
1732,44.110687
1733,48.011997
1734,47.72988
1735,47.12222
1736,42.912724
1737,40.987236
1738,40.15813
1739,41.194317
1740,42.327995
1741,42.859745
1742,36.33743
1743,42.789207
1744,33.316364
1745,43.709404
1746,11.197043
1747,16.605309
1748,22.292246
1749,37.27737
1750,38.450153
1751,47.726543
1752,48.352314
1753,16.830828
1754,23.98755
1755,20.526928
1756,18.342358
1757,40.213837
1758,47.66014
1759,47.28096
1760,47.872585
1761,47.16409
1762,44.34934
1763,15.933974
1764,15.171765
1765,17.755621
1766,21.788683
1767,49.494137
1768,48.466717
1769,48.275127
1770,29.173588
1771,20.286856
1772,16.733837
1773,47.490604
1774,46.089554
1775,46.414803
1776,45.709846
1777,45.018288
1778,8.3075695
1779,13.684186
1780,15.990119
1781,15.651126
1782,20.899368
1783,35.685276
1784,42.39315
1785,45.27963
1786,41.977367
1787,31.650333
1788,21.358055
1789,18.98723
1790,18.419846
1791,24.53536
1792,21.413944
1793,18.579578
1794,39.737274
1795,36.889755
1796,37.169662
1797,45.002308
1798,46.7643
1799,46.458935
1800,44.15693
1801,42.3612
1802,43.562225
1803,36.56569
1804,40.734634
1805,40.593933
1806,36.058598
1807,42.068115
1808,43.574844
1809,45.96181
1810,46.091373
1811,45.301422
1812,44.631187
1813,42.060688
1814,14.807554
1815,21.797295
1816,22.334574
1817,16.875755
1818,24.739632
1819,41.431637
1820,44.97006
1821,47.645382
1822,46.661945
1823,14.01266
1824,15.326723
1825,20.529139
1826,18.467497
1827,22.197147
1828,22.824863
1829,43.678005
1830,38.204662
1831,47.924942
1832,45.92325
1833,43.287865
1834,31.934753
1835,15.055468
1836,20.627062
1837,22.30355
1838,21.529678
1839,20.434263
1840,22.93173
1841,34.272938
1842,37.985233
1843,44.788445
1844,21.506613
1845,17.24191
1846,19.239244
1847,10.519498
1848,38.717033
1849,47.456226
1850,46.731003
1851,44.6326
1852,21.70406
1853,21.637682
1854,19.354311
1855,19.99274
1856,18.688261
1857,35.695515
1858,34.076454
1859,48.558468
1860,46.98181
1861,28.189981
1862,30.658714
1863,24.636568
1864,23.515259
1865,47.116356
1866,46.75792
1867,45.5321
1868,43.17893
1869,44.757843
1870,38.98914
1871,40.02095
1872,41.89058
